NAME,neighbourhood_group,neighbourhood,room_type,price,number_of_reviews,last_review
"ENTIRE APART, CLOSE TO AIRPORT 15 MIN TO MANHATTAN",Queens,Astoria,Private room,80,3,19/01/2017
CONVENIENT AND FRIENDLY HOME  AWAY FROM HOME,Manhattan,Upper West Side,Entire home/apt,200,4,08/06/2019
TERANGA (HOSPITALITY) IN BROOKLYN,Bronx,Throgs Neck,Entire home/apt,89,192,26/06/2019
SUNNY ROOM IN QUEENS FOR COUPLE,Brooklyn,Canarsie,Entire home/apt,120,193,08/07/2019
BOHO CHIC ONE BEDROOM IN COBBLE HILL BROOKYN,Manhattan,Upper West Side,Entire home/apt,200,117,22/06/2019
**BUDGET PRIVATE ROOM W/BACKYARD,Manhattan,West Village,Entire home/apt,199,4,15/06/2019
*LP)  AMAZING PRIVATE ROOM IN BROOKLYN,Bronx,Fordham,Private room,40,23,28/02/2019
EASIN' ON THE ARTIST ROW,Queens,Astoria,Entire home/apt,200,18,17/03/2019
A LOVELY 1 BEDROOM APARTMENT NEAR TRANSPORTATION !,Manhattan,Harlem,Entire home/apt,375,50,27/05/2019
*DG)  DELIGHTFUL PRIVATE ROOM 20 MIN TO MANHATTAN,Brooklyn,Williamsburg,Entire home/apt,250,6,21/05/2019
GREAT PLACE! GREAT SPACE! WELCOME 2 MY BK PLACE!,Manhattan,Lower East Side,Private room,99,22,18/06/2017
"COZY ROOM 4 ONE JFK, LGA & SUBWAY TO MANHATTAN",Staten Island,Concord,Entire home/apt,150,1,04/11/2018
"MASTER, BEDROOM CLOSE TO LGA/TO MANHATTAN",Brooklyn,Crown Heights,Private room,55,27,19/06/2019
3 BR APT ON 2ND FLOOR. CLOSE TO AIRPORT & SHOPPING,Brooklyn,Windsor Terrace,Entire home/apt,145,78,29/06/2019
SUNNY AND PRIVATE ROOM CLOSE TO MANHATTAN!!!,Brooklyn,Carroll Gardens,Entire home/apt,95,92,30/06/2019
SUBLEVEL PENTHOUSE SUITE,Brooklyn,Cobble Hill,Entire home/apt,175,53,24/06/2019
¬å™MODERN HOUSE @ WILLIAMSBURG | 15MIN TO MANHATTAN¬å™,Manhattan,Harlem,Entire home/apt,350,46,30/06/2019
MODERN HAVEN IN CITY,Queens,Astoria,Private room,48,47,22/06/2019
STUNNING & SPACIOUS LOFT IN THE HEART OF W.BERG,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,163,16,28/05/2019
UPPER WEST SIDE GARDEN APARTMENT,Queens,Jackson Heights,Entire home/apt,125,32,09/06/2019
LOFT IN TIMES SQUARE WITH ROOF BALCONY,Brooklyn,East New York,Entire home/apt,150,179,02/07/2019
CLEAN&SIMPLE 2- AIRPORT DELAYS & LAYOVERS,Brooklyn,Borough Park,Entire home/apt,73,65,22/06/2019
FULLY EQUIPPED ROOM THAT'S 3 MINS FROM L TRAIN!,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,128,2,07/07/2019
SHARED HARLEM LOFT W/ PRIVATE BEDROOM/BATH SUITE,Brooklyn,Bensonhurst,Entire home/apt,121,24,21/04/2019
HISTORIC CROWN HEIGHTS TOWNHOUSE W. PRIVATE YARD,Manhattan,Hell's Kitchen,Entire home/apt,117,9,30/04/2019
¬òÖSPACIOUS 2 B/R APT | 3 BEDS + WIFI~SLEEPS 1-6¬òÖ,Queens,Astoria,Entire home/apt,99,185,19/06/2019
"QUIET, COZY ROOM | HEART OF MIDTOWN! | STEPS TO UN",Manhattan,East Village,Private room,149,25,13/06/2019
WILLIAMSBURG LUXURY PRIVATE 1BED1BATH.,Brooklyn,Boerum Hill,Entire home/apt,120,7,19/06/2019
UPPER MANHATTAN OASIS,Manhattan,Little Italy,Entire home/apt,90,9,20/02/2019
KING SIZED ROOM IN PROSPECT LEFFERTS GARDENS,Queens,Woodhaven,Private room,45,141,03/07/2019
SPACIOUS GEM IN THE HEART OF NYC,Manhattan,Morningside Heights,Private room,89,131,04/07/2019
LARGE AND COMFORTABLE 1-BR BROOKLYN APARTMENT!,Manhattan,SoHo,Entire home/apt,76,10,11/06/2019
"5* MODERN LUX 2BR2B MIDTOWN MANHATTAN, RIVER VIEWS",Manhattan,Chinatown,Entire home/apt,125,31,07/07/2019
LUXURIOUS MIDTOWN MANHATTAN APARTMENT -LADIES ONLY,Brooklyn,Bedford-Stuyvesant,Entire home/apt,99,148,05/07/2019
LARGE ROOM AND CONVENIENT TO TRAIN AND JFK. #4,Brooklyn,Williamsburg,Entire home/apt,125,97,24/06/2019
"YOGA & SAUNA DURING YOUR STAY, SPACIOUS & SUNNY.",Manhattan,Chelsea,Entire home/apt,450,139,20/06/2019
CHARMING PRIVATE BROOKLYN APARTMENT,Brooklyn,Cypress Hills,Private room,50,12,08/12/2018
COZY STUDIO IN THE HEART OF CENTRAL HARLEM!,Manhattan,Midtown,Entire home/apt,139,102,23/06/2019
COLONIAL BDR NEAR MIDTOWN MANHATTAN,Manhattan,Midtown,Entire home/apt,200,2,31/03/2018
PARK SLOPE 15 MIN TO MANHATTAN SLEEPS 10 + INFANT,Brooklyn,Crown Heights,Private room,65,101,28/05/2019
PREMIER GARDEN SUITE NEAR COLUMBIA UNIVERSITY,Brooklyn,East Flatbush,Entire home/apt,115,89,22/06/2019
"THE ""TRIBECA LOFT"" #5 | A BRAND NEW 2 BEDS LOFT",Queens,Long Island City,Entire home/apt,120,40,30/06/2019
HARLEM HIDEAWAY,Manhattan,Midtown,Entire home/apt,185,1,31/05/2017
COZY WEST VILLAGE APARTMENT,Manhattan,Chelsea,Entire home/apt,165,31,28/10/2017
COZY AND LAID BACK IN L.E.S.,Brooklyn,Bedford-Stuyvesant,Entire home/apt,92,17,30/04/2019
CR√®ME DE LA CR√®ME  - LUXURIOUS 1 BR GRAND CENTRAL,Manhattan,Gramercy,Private room,100,79,05/06/2019
"¬Ä¢COZY APARTMENT IN BEDFORD AREA, 5 MINS MANHATTAN¬Ä¢",Brooklyn,South Slope,Entire home/apt,135,1,05/08/2016
CHARMING EAST VILLAGE 1 BED,Brooklyn,East Flatbush,Entire home/apt,45,112,10/06/2019
ROOM FOR RENT IN THE HEART OF MANHATTAN,Bronx,Claremont Village,Entire home/apt,110,11,23/08/2018
RENOVATED 1 BEDROOM IN BEDSTUY BROOKLYN BROWNSTONE,Manhattan,Harlem,Private room,250,2,23/06/2019
LARGE & CONVENIENT PRIVATE ROOM IN BROOKLYN,Manhattan,Lower East Side,Private room,175,35,22/06/2019
BEAUTIFUL OASIS IN BROOKLYN,Brooklyn,Prospect Heights,Entire home/apt,175,5,28/08/2018
SPACIOUS AND MODERN SPACE. SUPER COZY AND QUIET,Manhattan,Hell's Kitchen,Entire home/apt,235,1,02/08/2017
SERENE STUDIO IN BROOKLYN,Staten Island,Tompkinsville,Entire home/apt,85,110,27/06/2019
"ASTORIA CLOSE TO JFK, LAGUARDIA AIRPORT, MANHATTAN",Queens,Ditmars Steinway,Private room,38,14,30/06/2019
2 BEDROOM - MIDTOWN OFF 5TH AVE,Manhattan,Hell's Kitchen,Entire home/apt,239,1,14/07/2018
COZY HAS 55 TV DRESSERS LIVING ROOM HAS OWN HEATER,Manhattan,Hell's Kitchen,Entire home/apt,239,1,08/08/2017
LOWER EAST SIDE - PERFECT ESCAPE IN NYC! #6,Bronx,Port Morris,Private room,33,63,10/06/2019
"BRIGHT 3 BEDROOM, GARDEN, 2 FULL BATHROOMS",Manhattan,Hell's Kitchen,Entire home/apt,239,1,20/06/2017
AMAZING MASTER BEDROOM IN HISTORIC BROOKLYN,Manhattan,Hell's Kitchen,Entire home/apt,239,2,04/07/2017
"*NEW*6 BED BROOKLYN DUPLX,15 MIN TRAIN RIDE 2 CITY",Bronx,Longwood,Private room,45,68,30/05/2019
LOWER EAST SIDE - AMAZING LOCATION! #10,Manhattan,Hell's Kitchen,Entire home/apt,239,1,01/11/2016
LOWER EAST SIDE - LOVELY STUDIO! #14,Manhattan,Upper West Side,Entire home/apt,179,98,21/06/2019
HOMEY PRIVATE ROOM IN BUSHWICK!,Manhattan,Hell's Kitchen,Entire home/apt,239,1,13/01/2018
HOMEY AND COMFY ROOM BY LGA,Queens,South Ozone Park,Entire home/apt,100,44,19/05/2019
SPEAKEASY INN BUSHWICK TWO,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,40,25,16/06/2019
MANHATTAN -TOP LOCATION - FULL APARTMENT,Manhattan,Hell's Kitchen,Entire home/apt,150,2,21/05/2017
BROWNSTONE GETAWAY IN FORT GREENE,Manhattan,Theater District,Entire home/apt,150,1,31/05/2019
BROOKLYN CASTLE W/ MANHATTAN SKYLINE VIEWS,Manhattan,Midtown,Entire home/apt,219,8,30/06/2017
ONE BEDROOM APT NEXT TO EMPIRE STATE,Manhattan,East Village,Entire home/apt,142,146,25/06/2019
1-BEDROOM APARTMENT FOR UP TO  4 IN TIMES SQUARE.,Bronx,Concourse,Entire home/apt,99,103,18/06/2019
SPACIOUS LOFT WITH AMAZING SKY VIEWS,Queens,Elmhurst,Entire home/apt,178,83,30/06/2019
61 ST EAST ROOM D MANHATTAN PRIVATE,Brooklyn,Williamsburg,Entire home/apt,190,9,12/08/2017
¬ù§œ∏è FURNISHED ONE BEDROOM WITH TERRACE!! ¬òÖ¬òÖ¬òÖ¬òÖ¬òÖ,Manhattan,Morningside Heights,Private room,76,126,14/06/2019
PR√≠VATE ROOM,Queens,Long Island City,Private room,70,12,29/09/2018
1D  PRIVATE RM  IN GUESTHOUSE MANHATTAN,Brooklyn,Bedford-Stuyvesant,Private room,70,61,29/06/2019
"HAMILTON HEIGHTS SUNNY STUDIO, MANHATTAN",Manhattan,Hell's Kitchen,Entire home/apt,169,6,14/10/2018
PRIVATE BEDROOM IN BROWNSTONE NEAR SUBWAY,Manhattan,Upper West Side,Private room,120,19,10/05/2019
PRIVATE ROOM FOR 2,Manhattan,Upper West Side,Private room,120,12,19/05/2019
BROOKLYN HEIGHTS GETAWAY,Brooklyn,Williamsburg,Private room,90,87,24/03/2019
15 TO JFK/LGA 30 TO MANHATTAN.CLOSE TO ST JOHN¬ÄôS,Brooklyn,Williamsburg,Entire home/apt,105,30,26/05/2019
"COZY 2 BEDROOM APARTMENT, FEEL LIKE HOME!",Manhattan,Hell's Kitchen,Entire home/apt,150,1,02/06/2017
"COZY ROOM, FEMALE ONLY, AC INCLUDE&3 SUBWAY LINES",Manhattan,Upper West Side,Entire home/apt,325,7,23/06/2019
"LARGE, KING SIZE NYC ROOM NEAR TRAINS",Queens,Long Island City,Entire home/apt,255,111,06/07/2019
COZY 4 BEDROOM DUPLEX IN NYC BOROUGH OF BROOKLYN,Queens,Sunnyside,Entire home/apt,125,17,28/04/2019
VICTORIAN ARTIST LOFT,Brooklyn,Bushwick,Entire home/apt,75,9,14/06/2019
HABITACI√≥N COMODA,Brooklyn,Bedford-Stuyvesant,Entire home/apt,99,100,16/06/2019
COZY SEMI-PRIVATE SMALL CABIN NEAR TIMES SQUARE,Brooklyn,Bedford-Stuyvesant,Entire home/apt,85,42,20/06/2019
BRIGHT/LARGE 1 BDR FLAT W/PARKING!,Manhattan,Chelsea,Entire home/apt,165,14,19/08/2018
SUNNY STUDIO IN GREENPOINT - PRIVATE BATH/KITCHEN,Brooklyn,Williamsburg,Entire home/apt,92,11,23/06/2019
"ARTSY, BROOKLYN APT MINUTES AWAY FROM MANHATTAN.",Manhattan,Harlem,Private room,95,14,14/05/2019
BEAUTIFULLY RENOVATED BROWNSTONE APT! #10264,Brooklyn,Williamsburg,Entire home/apt,195,145,25/06/2019
1 BEDROOM APARTMENT AT GREAT LOCATION IN NYC,Manhattan,Upper East Side,Entire home/apt,150,45,08/11/2018
SIMPLE STUDIO,Queens,Ridgewood,Entire home/apt,80,1,15/09/2018
"COZY, HUMBLE AND PRIVATE",Manhattan,SoHo,Private room,101,102,01/07/2019
THE 'TRIBECA LOFT'  #4  | A STYLISH 2 BED APT,Manhattan,Kips Bay,Entire home/apt,199,36,31/05/2019
PRIVATE HUGE 4 BEDROOM APARTMENT,Brooklyn,Bedford-Stuyvesant,Private room,50,42,15/06/2019
1 BR IN HARLEM,Queens,Sunnyside,Entire home/apt,110,37,15/06/2019
COZY&QUAINT GARDEN APARTMENT-PRIVATE BACKYARD,Brooklyn,Flatbush,Entire home/apt,125,52,06/03/2019
PRIVATE ROOM IN BROOKLYN !!!!,Brooklyn,East Flatbush,Entire home/apt,119,24,28/05/2019
PARK SIDE ZEN HOME - TERRACE & NEXT TO CENTRALPARK,Manhattan,Financial District,Entire home/apt,196,14,06/05/2019
WEST HARLEM- RECENTLY RENOVATED APARTMENT FOR RENT,Manhattan,Upper East Side,Private room,90,65,30/06/2019
"HARLEM DECO,",Manhattan,Financial District,Entire home/apt,100,3,04/05/2019
HUGE SOHO 3 BR LOFT¬òÖ¬òÖ¬òÖ¬òÖ¬òÖLES/FULL FLOOR ¬òÖ¬òÖ¬òÖ¬òÖ¬òÖ,Manhattan,SoHo,Entire home/apt,360,22,25/05/2019
PRIVATE ROOM W/PREMIUM  MATTRESS NEAR SUBWAY & GYM,Brooklyn,Greenpoint,Private room,65,38,23/01/2019
HIDDEN GEM - ENTIRE BKLYN APT,Brooklyn,Park Slope,Entire home/apt,450,14,08/06/2019
PRIVATE SUITE IN NYC 15 MINUTES TO TIMES SQUARE,Manhattan,Theater District,Private room,169,19,07/12/2018
SPACIOUS & CHIC 2-BR HOME IN MANHATTAN,Manhattan,Harlem,Private room,79,31,23/05/2019
PRIVATE ROOM WITH VISIT TO QUEENS # 2,Manhattan,Hell's Kitchen,Entire home/apt,230,12,02/01/2018
"PRIVATE ROOM IN QUEENS, NY # 1",Queens,Woodside,Private room,65,18,12/05/2018
59TH STREET,Brooklyn,Prospect Heights,Private room,100,11,27/05/2019
"@FERRY,2BEDROOM/4BED.PRIVATE,RENOVATED/STYLISH...",Queens,Astoria,Private room,70,3,14/06/2019
"PRIVATE ROOM FOR SHORT TIME RENT, SHEEPSHEAD BAY",Brooklyn,Cobble Hill,Private room,142,8,31/12/2017
BEAUTIFUL PRIVATE BEDROOM/BATH IN PRIVATE HOUSE,Brooklyn,South Slope,Entire home/apt,190,39,25/06/2019
2-BEDROOM IN THE HEART OF UPPER WEST SIDE.,Manhattan,Upper East Side,Entire home/apt,225,1,12/11/2016
STYLISH HOME IN QUEENS,Manhattan,Lower East Side,Entire home/apt,100,3,10/05/2018
A TASTE OF HISTORIC BEDSTUY - 20 MINS TO CITY!,Manhattan,East Village,Private room,109,25,31/05/2019
LIC 1 BEDROOM 10 MIN TO TIMES SQ -1 STOP TO NYC,Brooklyn,Bushwick,Private room,65,101,22/06/2019
"BACKYARD BK! LIVE LIKE A NY¬ÄôER IN MODERN, NEW RENO",Manhattan,East Village,Private room,67,11,02/07/2019
SWEET STUDIO IN COBBLE HILL BROOKLYN,Brooklyn,Prospect Heights,Entire home/apt,300,17,02/01/2018
BUENA UBICACI√ìN CON DESAYUNO INCLUIDO,Manhattan,Upper West Side,Entire home/apt,167,1,19/07/2017
LOCATION AND COMFORT MATTER!,Brooklyn,Bedford-Stuyvesant,Private room,85,32,02/01/2019
"CUTE, COMFORTABLE, CONVENIENT BROOKLYN BEDROOM!",Manhattan,Harlem,Entire home/apt,115,119,20/06/2019
COZY BROWNSTONE BROOKLYN STUDIO NEAR SUBWAY!!,Manhattan,Midtown,Entire home/apt,150,8,12/03/2019
"CENTRAL  BROOKLYN BEAUTIFUL ROOMS
ROOM FLORENCE
#1",Manhattan,Upper East Side,Private room,99,35,22/06/2019
CUTE ROOM IN MANHATTAN 30 MINS TO TIMES SQUARE,Manhattan,Upper West Side,Private room,90,3,13/06/2019
SPACIOUS APARTMENT WITH ALL NECESSITIES NEARBY,Manhattan,Harlem,Entire home/apt,110,125,20/06/2019
NICE PLACE IN THE BRONX!!,Staten Island,Tompkinsville,Entire home/apt,105,132,30/06/2019
BRIGHT-SPACIOUS PRIVATE ROOM /30 MIN NYC,Brooklyn,East Flatbush,Private room,80,7,10/01/2018
"BRIGHT, MINIMAL HIDEAWAY WITH ENSUITE BATHROOM",Brooklyn,East Flatbush,Private room,525,36,29/09/2018
AMAZING PRIVATE ROOM @MADISON SQUARE GARDEN,Manhattan,Upper West Side,Entire home/apt,150,5,12/05/2019
"HUGE, NEW AND GREEN OASIS IN BROOKLYN",Brooklyn,East Flatbush,Private room,90,4,09/05/2018
COZY BROOKLYN STAY,Manhattan,Hell's Kitchen,Entire home/apt,199,110,20/06/2019
SPACIOUS KING SIZE APARTMENT NEAR PROSPECT PARK,Manhattan,East Village,Entire home/apt,185,32,03/07/2019
WILLIAMSBURG BK | PRIVATE GUEST SUITE,Brooklyn,Flatbush,Entire home/apt,75,46,06/11/2018
DUPLEX W ROOFTOP PATIO,Brooklyn,Bushwick,Private room,75,170,01/07/2019
~BEAUTIFUL 1 BEDROOM APT IN PRIME UPPER EAST SIDE~,Queens,Long Island City,Private room,74,210,27/06/2019
MAGICAL 1BR APT,Manhattan,Midtown,Entire home/apt,260,1,25/05/2018
MCSIMON'S | COZY PRIVATE STUDIO | NEAR NYC,Brooklyn,Williamsburg,Entire home/apt,250,9,11/11/2018
PRIVATE COZY BEDROOM IN BRIGHT AND AIRY APARTMENT.,Manhattan,Midtown,Entire home/apt,95,5,30/05/2019
LUXURY HOME IN THE HEART OF MANHATTAN,Manhattan,Midtown,Entire home/apt,250,1,14/05/2017
SPACIOUS PRIVATE GUEST ROOM IN UPTOWN MANHATTAN,Manhattan,Hell's Kitchen,Entire home/apt,199,1,29/07/2018
HUGE  PRIVATE GARDEN APT - MEMORY FOAM MATTRESS,Manhattan,Upper East Side,Entire home/apt,150,2,06/01/2018
"COZY DESIGN HOUSE: SUNNY, SPACIOUS, 3 BDR GETAWAY",Brooklyn,Flatbush,Entire home/apt,70,70,03/07/2019
BRIGHT SPACIOUS STUDIO OVERLOOKING MANHATTAN,Manhattan,Upper East Side,Entire home/apt,125,7,06/10/2018
HOWARD JOHNSON JFK NYC,Brooklyn,Sunset Park,Entire home/apt,170,88,06/07/2019
ROOM WITH HIGH CEILINGS IN SOUTH SLOPE,Manhattan,Upper East Side,Entire home/apt,179,24,16/06/2019
MARCO'S PLACE,Queens,Jamaica,Entire home/apt,174,67,23/06/2019
MY CASA ES SU CASA!,Manhattan,Morningside Heights,Private room,67,22,27/04/2019
BED-STUY BEAUTY W/ PRIVATE ENTRY & PRIVATE GARDEN,Brooklyn,Flatbush,Private room,62,167,27/06/2019
"LUXURIOUS, MODERN STUDIO IN HEART OF CHELSEA, NY",Brooklyn,Cypress Hills,Private room,115,3,09/10/2016
PRIVATE ROOM IN COLORFUL BROOKLYN NEIGHBORHOOD,Queens,Jackson Heights,Private room,40,66,09/06/2019
"GREAT BEDROOM (IN 2 BRS APT)
EXCELLENT LOCATION!!",Manhattan,Upper East Side,Entire home/apt,149,2,18/08/2018
"SPACIOUS ROOM IN PRIME PROSPECT HEIGHTS, BROOKLYN",Manhattan,Upper West Side,Entire home/apt,125,180,26/06/2019
SUNNY PARK-VIEW ROOM IN HARLEM BROWNSTONE,Manhattan,Morningside Heights,Private room,73,11,21/10/2018
HABITACION DE RENTA PARA 2,Manhattan,Hell's Kitchen,Entire home/apt,200,7,09/04/2019
ROOM 2 MANHATTAN PRIVATE ROOM,Brooklyn,Williamsburg,Private room,89,150,23/06/2019
SEXY GRAND CENTRAL MODERN CHIC BRAND NEW PARK AVE,Manhattan,Harlem,Entire home/apt,200,50,22/06/2019
THE CLOVE,Manhattan,Inwood,Entire home/apt,100,41,02/07/2019
NICE & COZY ROOM LOCATED IN MANHATTAN APT!!,Manhattan,Upper West Side,Private room,95,2,20/08/2016
LARGE COZY STUDIO APARTMENT,Brooklyn,Midwood,Private room,38,157,25/06/2019
"SPACIOUS 1 BED IN THE HEART OF BED-STUY, BROOKLYN!",Manhattan,Chinatown,Entire home/apt,150,7,12/03/2018
"UWS SUPER HOST, SPACIOUS ROOM NEAR CENTRAL PARK,CU",Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,40,02/06/2019
"COZY PLACE IN ASTORIA, 10MIN TO MANHATTAN",Manhattan,Harlem,Entire home/apt,129,160,23/06/2019
PRIVATE FLOOR¬ÄîFULL PRIVATE BATH¬Äî3 MIN TO SUBWAY!,Brooklyn,Bedford-Stuyvesant,Entire home/apt,175,103,04/07/2019
SUITE BKLYN - PRIVATE 1 BEDROOM APARTMENT,Queens,Elmhurst,Entire home/apt,101,93,30/06/2019
SPECTACULAR 4 STORY TOWNHOUSE,Manhattan,Upper East Side,Private room,49,6,31/08/2018
PRIVATE BED IN QUEER CO-LIVING SPACE FOR MEN,Manhattan,Upper West Side,Entire home/apt,300,15,25/11/2016
BEAUTIFUL STUDIO. PRIVATE PATIO.ROOFTOP.BEST AREA.,Brooklyn,Bedford-Stuyvesant,Private room,75,1,10/06/2019
SUNLIT BUSHWICK OASIS W/ PRIVATE BATHROOM!,Brooklyn,Cypress Hills,Entire home/apt,85,182,23/06/2019
LARGE QUEEN ROOM IN BEAUTIFUL ARTIST LOFT,Brooklyn,Williamsburg,Entire home/apt,185,49,30/06/2019
COZY QUEEN ROOM IN MAJESTIC ARTIST LOFT,Manhattan,Hell's Kitchen,Entire home/apt,185,174,22/06/2019
APARTAMENTO MUY ACOGEDOR EN MANHATTAN,Brooklyn,Williamsburg,Private room,65,47,12/10/2018
COZY AND LUXURIOUS ARTIST RETREAT IN WILLIAMSBURG,Manhattan,Theater District,Entire home/apt,185,4,30/11/2018
COZY BEDROOM IN BROOKLYN BROWNSTONE,Manhattan,Upper West Side,Private room,85,26,24/06/2019
NICE EXTRA ROOM IN BUSHWICK,Brooklyn,Crown Heights,Entire home/apt,189,15,02/01/2019
HUGE STUDIO APARTMENT NEAR ALL!,Manhattan,Nolita,Entire home/apt,123,33,15/06/2019
DREAMY SUNNY APT IN CENTRAL WILLIAMSBURG,Brooklyn,East New York,Entire home/apt,85,106,13/06/2019
"CHARMING, SPACIOUS APARTMENT ON THEUPPER EAST SIDE",Manhattan,East Harlem,Entire home/apt,169,7,21/06/2019
PRIVATE 1BR APT IN SUNNYSIDE CLOSE TO TRAIN & LGA,Brooklyn,Williamsburg,Entire home/apt,145,61,08/06/2019
"STUNNING 1BR IN FLATIRON, SUBWAY STEPS AWAY!",Brooklyn,South Slope,Private room,99,10,09/10/2018
A WONDERFUL PLACE IS WAITING 4U IN BROOKLYN !!!,Manhattan,Greenwich Village,Private room,115,20,04/07/2019
"THREE BEDROOM DUPLEX APART. CLEAN, MODERN APT. 41",Brooklyn,Bedford-Stuyvesant,Entire home/apt,1000,10,14/06/2018
CLOUD MUSIC LOFT,Brooklyn,Flatbush,Private room,72,25,16/03/2019
CARROLL GARDENS 3 BEDROOM.,Queens,Astoria,Private room,40,50,31/05/2019
LUXURY STUDIO - 1 STOP FROM NYC/AMAZING VIEWS,Brooklyn,Bedford-Stuyvesant,Entire home/apt,90,82,21/06/2019
CHARMING WILLIAMSBURG BEDROOM,Brooklyn,East Flatbush,Entire home/apt,350,34,24/06/2019
"THE STUDIO, LUSH CABIN LIVING IN BROOKLYN",Brooklyn,East Flatbush,Entire home/apt,71,46,01/07/2019
LUXURY STUDIO NEAR CENTRAL PARK - TIMES SQUARE,Manhattan,Midtown,Entire home/apt,115,5,07/10/2017
COZY BEDROOM IN S. WILLIAMSBURG /BEDSTUY BROOKLYN,Manhattan,East Village,Entire home/apt,110,6,01/07/2019
"COZY ROOM IN A CHARMING, SPACIOUS APARTMENT",Manhattan,Harlem,Entire home/apt,89,8,02/01/2019
CHIC STUDIO,Manhattan,Upper East Side,Entire home/apt,160,48,30/06/2019
TWO ROOMS-PRIME MANHATTAN LOCATION STEPS TO SUBWAY,Manhattan,Harlem,Entire home/apt,125,26,03/09/2018
LUXURY HARLEM APARTMENT,Brooklyn,Crown Heights,Private room,125,47,01/07/2019
AMAZING HUGE SUNNY ROOM IN THE HISTORICAL BUILDING,Manhattan,West Village,Entire home/apt,275,12,26/09/2018
ROOM IN CENTRAL MANHATTAN,Brooklyn,Bedford-Stuyvesant,Private room,65,124,20/06/2019
"STUNNING, DUPLEX APARTMENT IN BEAUTIFUL BED-STUY",Manhattan,Kips Bay,Entire home/apt,159,5,01/05/2019
DELIGHTFUL CONDO,Brooklyn,Williamsburg,Entire home/apt,130,20,27/08/2018
LUXURY MEETS CLASSIC BROWNSTONE W/ OUTDOOR SPACE!,Manhattan,Financial District,Entire home/apt,408,3,23/06/2019
PRIVET ROOM.10MIN FROM CENTRALPARK.5 MIN TO TIMES,Manhattan,Midtown,Entire home/apt,199,106,20/06/2019
SUNNY ROOMY 2 BEDROOM (PRIVATE BATHROOM + BALCONY),Manhattan,Upper East Side,Entire home/apt,265,6,22/03/2019
BEAUTIFUL PRIVATE BEDROOM NEAR PROSPECT PARK,Manhattan,East Village,Private room,80,31,30/06/2019
SUNNY SPACIOUS PRIVATE BED AND BATH IN BUSHWICK,Manhattan,Lower East Side,Entire home/apt,135,104,23/06/2019
BEAUTIFUL BEDSTUY BROWNSTONE DUPLEX,Brooklyn,Flatbush,Private room,60,44,30/06/2019
15 MINS TO MANHATTAN & LGA - LARGE PRIVATE BEDROOM,Manhattan,Harlem,Entire home/apt,150,13,09/06/2019
"A NICE 3 BEDROOM APT IN PELHAM BAY, BRONX, NY.",Brooklyn,Greenpoint,Entire home/apt,200,58,19/05/2019
NEWLY RENOVATED 3 BED 2.5 BATH FULL AMENITIES,Manhattan,Harlem,Private room,75,4,01/07/2019
CHIC & LARGE PRIVATE BEDROOM IN FANCY NEIGHBORHOOD,Brooklyn,Bedford-Stuyvesant,Entire home/apt,104,115,24/06/2019
COZY 2 BED 2 BATH  POOL IN BUILDING,Manhattan,Harlem,Private room,60,1,09/07/2016
COZY 2 BED 2 BATH POOL IN BUILDING,Queens,Cambria Heights,Private room,40,1,24/10/2016
WILLIAMSBURG STUDIO APARTMENT,Queens,Maspeth,Private room,70,35,07/03/2019
"MINI COZY ROOM CLOSE TO NYU  LANGONE H/METRO N,R",Brooklyn,Gravesend,Entire home/apt,109,80,01/07/2019
PRIVATE ROOM IN BROOKLYN WITH LAUNDRY,Manhattan,Upper West Side,Entire home/apt,250,5,05/01/2019
HUGE BROOKLYN ROOM IN BUSHWICK - 2,Manhattan,Lower East Side,Entire home/apt,150,47,28/06/2019
PRIVATE ROOM WITH VISIT TO QUEENS # 6,Brooklyn,Bushwick,Private room,55,5,15/09/2018
"MODERN, HIP, LIGHT DRENCHED APARTMENT.",Queens,Arverne,Entire home/apt,200,35,06/07/2019
"BRICK BROWNSTONE APARTMENT, PERFECT FOR FAMILIES",Queens,Long Island City,Private room,40,113,27/05/2019
BOUTIQUE STAY IN CHURCH TURNED APT. NEAR BK MUSEUM,Brooklyn,Windsor Terrace,Entire home/apt,100,2,06/08/2018
THE HOME AWAY FROM HOME!!!!,Brooklyn,Clinton Hill,Entire home/apt,259,4,14/05/2018
LARGE BED ROOM SHARE BATHROOM,Brooklyn,Sunset Park,Entire home/apt,89,3,23/08/2018
MY WILLIAMSBURG PLACE,Brooklyn,Williamsburg,Entire home/apt,135,9,06/06/2019
CONVENIENT! PRIVATE ROOM 10 MINS TO JFK AIRPORT,Brooklyn,South Slope,Entire home/apt,200,1,25/07/2016
LARGE ROOM;(MANHATTAN30MINS) JFK10MINS)(LGA15MINS),Brooklyn,Greenpoint,Entire home/apt,150,68,29/06/2019
"SPACIOUS, LIGHT 1BR APARTMENT IN THE LES",Manhattan,Upper West Side,Entire home/apt,189,72,01/07/2019
STYLISH MODERN MASTER BEDROOM W/ENSUITE BATHROOM,Manhattan,Kips Bay,Entire home/apt,175,5,19/12/2017
"FAMILY APARTMENT.  CLOSE TO CITY. 3 BED, 2 BATH",Bronx,Woodlawn,Entire home/apt,85,43,06/07/2019
